"success_rate","is_txn_conflicted","card_issuer_country","priority_logic_tag","udf6","txn_latency_enum","payment_method_type"
100,"RESOLVED","INDIA",NA,"netbanking HDFC","0M-1M","CARD"
0,"RESOLVED","INDIA","FIDO","udf6","5M-6M","CARD"
100,"RESOLVED",NA,NA,"4218-20251128062220","0M-1M","NB"
0,"RESOLVED","INDIA","Tata PA - 25% TN and 5% of other cards","BPPTN0883635048016470016","0M-1M","CARD"
1.16,"RESOLVED",NA,NA,"IN","10M-1H","WALLET"
0,"RESOLVED",NA,"All_PG_Configuration",NA,"5M-6M","WALLET"
0,"RESOLVED",NA,"Cahsfree Testing","6nlg02v1lfiq","10M-1H","WALLET"
0,"RESOLVED",NA,NA,"e6u48jmfltm","10M-1H","UPI"
0,"RESOLVED","INDIA",NA,"1930865743","3M-4M","CARD"
0,"RESOLVED","INDIA",NA,"R","3M-4M","CARD"
0,NA,"USA","Pinelabls_testing","1930860179","0M-1M","CARD"
0,"RESOLVED","DOMINICAN REPUBLIC","UPI_QR Priority logic",NA,"10M-1H","CARD"
0,NA,NA,"Pinelabls_testing","1930869261","0M-1M","NB"
0,NA,NA,"70% TAP",NA,"1M-2M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930876418","0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","5k2k0arkxhyw","0M-1M","NB"
0,"MATCH",NA,NA,"epn_5nccb66yNojLoIP","10M-1H","UPI"
0,"RESOLVED",NA,"ABSLI UAT Priority logic 27112025 TPSL volume new",NA,"5M-6M","UPI"
100,"RESOLVED","INDIA",NA,"99230d91-cb41-4a0c-aafb-3af97d16","0M-1M","CARD"
0,NA,NA,NA,"d128","0M-1M","NB"
0,NA,"United Arab Emirates","Test",NA,"0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","6bp9iqb0qedv","0M-1M","NB"
0,"RESOLVED","UNITEDSTATES",NA,"this pg note 6","0M-1M","CARD"
100,"RESOLVED","USA","Pinelabls_testing","1930860901","0M-1M","CARD"
0,"RESOLVED","INDIA",NA,"1930866960","3M-4M","CARD"
100,"RESOLVED","TUNISIA",NA,"N","1M-2M","CARD"
nan,"RESOLVED",NA,NA,"mwebios","1H-1D","UPI"
100,"RESOLVED",NA,NA,"V2ViQXBwLUVhdFN1cmU=_10022703_9j","0M-1M","NB"
0,"RESOLVED",NA,NA,"0c34cb78-1ebb-4365-8d73-897a80c5","10M-1H","UPI"
88.89,NA,NA,NA,"RINGSICREVA","0M-1M","NB"
0,NA,NA,"SI via Billdesk","ios - mobile","0M-1M","NB"
33.33,"RESOLVED",NA,"Current PL 25072025",NA,"5M-6M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930876417","0M-1M","CARD"
0,"RESOLVED",NA,NA,"cf3bb9fe-0a99-4bbb-986d-e1b23bed","0M-1M","NB"
0,"MATCH","INDIA",NA,"9214","3M-4M","CARD"
0,NA,NA,"wallet pl 2",NA,"0M-1M","AADHAAR"
0,NA,NA,NA,NA,"6M-7M","UPI"
100,"RESOLVED","United Arab Emirates","US/UK Priority Logic",NA,"5M-6M","CARD"
100,"RESOLVED","UNITED STATES OF AMERICA","Current PL 25112025",NA,"0M-1M","CARD"
0,"RESOLVED",NA,"Cahsfree Testing","mejs7ieuf6cb","0M-1M","UPI"
100,"RESOLVED",NA,NA,"a85b6403-a110-4d59-a785-ff76b8af","0M-1M","NB"
100,"RESOLVED",NA,"Tata PA - 25% TN and 5% of other cards","BPPTN0885506739080454144","0M-1M","NB"
0,"RESOLVED",NA,NA,"5828b464-3163-4020-8712-6383d048","10M-1H","UPI"
100,"RESOLVED","UNITED STATES OF AMERICA","MPGS 5",NA,"0M-1M","CARD"
50,"RESOLVED",NA,"UPI_QR Priority logic",NA,"2M-3M","NB"
100,"RESOLVED","UNITED STATES OF AMERICA","Easebuzz Routing","CH05","3M-4M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","7nf42hqhcv6c","0M-1M","NB"
100,"RESOLVED",NA,NA,"epn_5njUPGxP7XW94Q40af","0M-1M","UPI"
0,"RESOLVED",NA,"Cahsfree Testing","61wn01be2ky9","0M-1M","NB"
100,"RESOLVED",NA,NA,"3258-20251215120959","0M-1M","NB"
100,"RESOLVED","INDIA",NA,"664","0M-1M","CARD"
0,"RESOLVED",NA,NA,"3f22cf05-b7ec-4790-9096-2d0ba62e","0M-1M","NB"
100,NA,NA,"UPI_ROUTER","d4b29608-06aa-4fea-960e-67605cb5","0M-1M","CASH"
0,"RESOLVED","INDIA","UPI_QR Priority logic",NA,"3M-4M","CARD"
100,"RESOLVED",NA,NA,"c3904af2-4e01-4b93-b","0M-1M","WALLET"
0,"RESOLVED",NA,NA,"7299","0M-1M","UPI"
0,NA,"UNITED STATES OF AMERICA","Current PL 25112025",NA,"0M-1M","CARD"
0,"RESOLVED",NA,"Cahsfree Testing","pc4keva90w4t","0M-1M","UPI"
0,"RESOLVED",NA,"Current PL 25072025",NA,"10M-1H","UPI"
100,"RESOLVED",NA,"Cahsfree Testing","zi6wwnfozq9j","0M-1M","NB"
0,"RESOLVED",NA,"testing route","WAP","10M-1H","NB"
100,"RESOLVED",NA,"FIDO",NA,"1M-2M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","rcephcn4bxll","0M-1M","NB"
100,"RESOLVED","INDIA","Surcharge with Billdesk and PayU","https://sellonline.tataaia.com/c","0M-1M","CARD"
0,NA,"INDIA",NA,"1764825973-1437086","0M-1M","CARD"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","cac34d57-dc9e-4f20-81e6-156bef03","0M-1M","CARD"
100,"RESOLVED",NA,NA,"ZWF0c3VyZV9pb3M=_10022199_-b2zuu","0M-1M","NB"
0,"MATCH","UNITED STATES OF AMERICA",NA,"subscription|OD1745583861392|176","5M-6M","CARD"
100,"RESOLVED",NA,NA,"epn_5nbMfSJTzvvAFps","0M-1M","UPI"
100,"RESOLVED","INDIA","Pinelabls_testing","1930871684","0M-1M","CARD"
0,"RESOLVED",NA,"Pinelabs test pg","subscription","0M-1M","UPI"
100,"RESOLVED",NA,NA,"2aaad4f1-50ed-418e-9","0M-1M","NB"
0,"RESOLVED","USA",NA,"1930861771","3M-4M","CARD"
0,"RESOLVED","INDIA",NA,"1999.0","3M-4M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930876703","0M-1M","CARD"
100,"RESOLVED",NA,NA,"f8cd85a5-121a-4e50-b","0M-1M","NB"
0,"RESOLVED","UNITED STATES OF AMERICA","ABSLI UAT Priority logic 0912025 TPSL Zara_Bot",NA,"3M-4M","CARD"
0,NA,"United Arab Emirates","Volume-Based Routing-copy-2","udf6","0M-1M","CARD"
100,"RESOLVED",NA,NA,"epn_FhbSMftQnDoud7x","0M-1M","UPI"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","5a89ac6f-24ef-4287-bec1-83645bd8","0M-1M","CARD"
0,NA,NA,"Testing 31st",NA,"0M-1M","CONSUMER_FINANCE"
100,"RESOLVED",NA,NA,"RID-f31bc4c3-46be-4231-980c-b369","0M-1M","UPI"
100,"RESOLVED","United Arab Emirates","ABSLI UAT Priority logic 0912025 TPSL Zara_Bot",NA,"0M-1M","CARD"
100,"RESOLVED",NA,NA,"V2ViQXBwLUVhdFN1cmU=_10022703_DI","0M-1M","NB"
100,"RESOLVED",NA,"Cashfree September 2025 Test",NA,"1M-2M","NB"
100,"RESOLVED","INDIA",NA,"WDLD-248875370-43326-U","0M-1M","CARD"
100,"RESOLVED","INDIA",NA,"BNK0090001","0M-1M","CARD"
100,"RESOLVED",NA,NA,"bnd_5mtthUclRjNeBcHtMM","0M-1M","NB"
100,"RESOLVED","JAPAN",NA,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpX","5M-6M","CARD"
0,"RESOLVED","UNITED STATES OF AMERICA","Testing 31st","QPCOD_UPI_false","10M-1H","CARD"
0,NA,NA,"TPSL-AADHAAR","NA","0M-1M","AADHAAR"
25,"RESOLVED",NA,NA,NA,"3M-4M","WALLET"
100,"RESOLVED",NA,NA,"e39f408d-d2e2-4f88-8","0M-1M","NB"
50,"RESOLVED","JAPAN",NA,NA,"0M-1M","CARD"
0,NA,NA,NA,"HDFC","0M-1M","UPI"
100,"RESOLVED",NA,NA,"65b8e58a-dec9-5009-8b30-94dbe358","0M-1M","NB"
0,NA,"United Arab Emirates","UPI_ROUTER","7501364e-d286-4473-8157-a7cfc249","0M-1M","CARD"
100,NA,NA,"UPI_ROUTER","c13a3653-a187-4aae-b6f7-68754781","0M-1M","CASH"
0,NA,NA,"PayU - 100%","1930872657","0M-1M","NB"
0,NA,NA,"PayU - 100%","1930872674","0M-1M","NB"
0,"RESOLVED",NA,"Cahsfree Testing","ck9rdo8mv7bf","0M-1M","UPI"
0,"RESOLVED",NA,"razorpay testing logic",NA,"10M-1H","UPI"
0,"MATCH",NA,"PayU PL 2",NA,"0M-1M","UPI"
0,NA,"ECUADOR",NA,NA,"0M-1M","CARD"
17.57,"RESOLVED",NA,"Testing 31st",NA,"0M-1M","UPI"
100,"RESOLVED",NA,NA,"RINGSICREVA","5M-6M","PAN"
100,"RESOLVED","USA","Pinelabls_testing","1930856449","0M-1M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930865626","0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","ghnp7ejb7egb","0M-1M","NB"
0,"RESOLVED",NA,"TATA PA test",NA,"1H-1D","UPI"
100,"RESOLVED","INDIA","Pinelabls_testing","1930871949","0M-1M","CARD"
0,"RESOLVED",NA,"Test - Jo",NA,"3D-7D","UPI"
100,"RESOLVED","USA","Pinelabls_testing","1930861722","0M-1M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930876633","0M-1M","CARD"
100,"RESOLVED",NA,NA,"N","2M-3M","NB"
0,"MATCH","INDIA",NA,NA,"10M-1H","CARD"
100,"RESOLVED",NA,NA,"t1256171105100","0M-1M","NB"
0,"MATCH",NA,"PL for 3 PGs (PayU, PayTM_V2 and Razorpay)",NA,"9M-10M","NB"
80,"RESOLVED",NA,"All PhonePe",NA,"1M-2M","UPI"
0,"RESOLVED","INDIA","Tata PA - 25% TN and 5% of other cards","BPPTN0878579269147029504","3M-4M","CARD"
100,"RESOLVED",NA,"PL4","6933bf80e20abc8ac29f4f2d,6933bf8","0M-1M","WALLET"
0,"RESOLVED",NA,"ABSLI UAT Priority logic 27112025 TPSL volume new",NA,"8M-9M","UPI"
0,"RESOLVED","UNITED STATES OF AMERICA","FIDO",NA,"5M-6M","CARD"
100,"RESOLVED",NA,"Prod Ready PL_1","RINGLAPSICREVA","10M-1H","CARD"
100,"RESOLVED","United Arab Emirates","Test - Jo",NA,"10M-1H","CARD"
100,"RESOLVED","INDIA",NA,"21.0","2M-3M","CARD"
0,NA,"BRAZIL",NA,"a5ad7e6d5225ad00c5f05ddb6bb3b159","0M-1M","CARD"
0,"RESOLVED",NA,"Routing Logic ML",NA,"10M-1H","NB"
50,"RESOLVED",NA,NA,"6a56f1fd-77f1-47f3-8a80-a11a9bc0","6M-7M","NB"
100,"RESOLVED",NA,"MPGS 3 updated",NA,"4M-5M","NB"
0,"RESOLVED",NA,NA,"f7f3f903-baaa-49cc-b40f-b141900d","10M-1H","UPI"
0,"RESOLVED",NA,"Easebuzz Routing","CH05","1M-2M","CARD"
67.03,"RESOLVED",NA,NA,NA,"2M-3M","NB"
0,NA,NA,"All_PG_Configuration",NA,"0M-1M","CONSUMER_FINANCE"
0,"MATCH",NA,"All_PG_Configuration","India","1H-1D","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930870200","0M-1M","CARD"
0,"RESOLVED","UNITEDSTATES",NA,"car|SO-Fortune-2526-002150|21000","3M-4M","CARD"
0,"MATCH","INDIA",NA,"2","1M-2M","CARD"
0,"RESOLVED",NA,NA,"R","6M-7M","NB"
0,NA,NA,"MPGS 7",NA,"0M-1M","WALLET"
0,"RESOLVED",NA,"Cahsfree Testing","h774k0hqcxk0","0M-1M","NB"
33.33,"RESOLVED","United Arab Emirates","70% TAP",NA,"3M-4M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","7g2cwtqxd8d6","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","6idrht8gbwot","0M-1M","NB"
100,"RESOLVED","USA","Pinelabls_testing","1930860970","0M-1M","CARD"
100,"RESOLVED","INDIA",NA,"GFT23570373755","0M-1M","CARD"
58.33,"RESOLVED",NA,"Testing 31st",NA,"6M-7M","UPI"
100,"RESOLVED",NA,"ScheduleTest","eyJvcmRlcklkIjozNjc5MzAyLCJjbG90","0M-1M","WALLET"
100,"RESOLVED",NA,NA,"7216","0M-1M","NB"
0,NA,NA,NA,"21319344-68e7-5e20-bb75-7b69c79a","0M-1M","NB"
100,"RESOLVED",NA,NA,"epn_AwrXBRIMvrWr5xT","0M-1M","NB"
100,"RESOLVED",NA,NA,"1fdbe492-d65c-40a6-8","0M-1M","NB"
0,"MATCH","INDIA","similar to production",NA,"2M-3M","CARD"
100,"RESOLVED","USA","Pinelabls_testing","1930859025","0M-1M","CARD"
50,"RESOLVED",NA,"50/50 payu paytm cards 25/75 upi",NA,"9M-10M","WALLET"
100,"RESOLVED","United Arab Emirates",NA,"web","0M-1M","CARD"
0,"RESOLVED",NA,NA,"epn_JmzoDAH8Y7mzW5A","0M-1M","UPI"
0,"RESOLVED",NA,"Cahsfree Testing","501p8ys63fjv","0M-1M","NB"
100,"RESOLVED","United Arab Emirates",NA,"35967/false","0M-1M","CARD"
0,"RESOLVED",NA,"PAYUDEFAULT",NA,"5M-6M","UPI"
100,"RESOLVED",NA,"UPI_ROUTER","24512ddf-af9c-4af0-ad02-421bcc80","0M-1M","NB"
0,"RESOLVED","INDIA","Tata PA - 25% TN and 5% of other cards","BPPTN0881480452457570304","3M-4M","CARD"
0,NA,NA,"Easebuzz Routing","CH03","1H-1D","NB"
0,"MATCH","SAUDI ARABIA","Surcharge with Billdesk and PayU","https://uatsellonline.tataaia.co","2M-3M","CARD"
100,NA,NA,"UPI_ROUTER","1a85d126-3d68-46c3-827a-1fa55827","0M-1M","CASH"
100,"RESOLVED","INDIA","Surcharge with Billdesk and PayU",NA,"0M-1M","CARD"
0,NA,NA,"Pinelabls_testing","1930864857","0M-1M","NB"
100,"RESOLVED","USA","Pinelabls_testing","1930856567","0M-1M","CARD"
0,"RESOLVED","UNITEDSTATES",NA,"car|SO-Fortune-2526-002089|21000","3M-4M","CARD"
100,"RESOLVED",NA,NA,"RID-dcb9e559-9ae6-4c22-9ae0-a7ba","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","5szfs1pmdl3u","0M-1M","NB"
0,"MATCH",NA,NA,"8b1d6c07-ab4c-5a20-b08b-4d960255","1M-2M","NB"
0,NA,NA,NA,"b0a29041-7bab-47f6-8679-2d823500","0M-1M","UPI"
0,NA,"TAIWAN","Volume-Based Routing-copy-2",NA,"0M-1M","CARD"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","cfb63cde-01d0-4579-a380-d5004e29","0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","9bjhylrehsyy","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","j5mrgz3uz5ci","0M-1M","NB"
0,"RESOLVED",NA,"Cahsfree Testing","9sc0j4rqlnjb","0M-1M","NB"
0,NA,NA,"International routing","ecom","0M-1M","UPI"
0,"MATCH",NA,NA,"R","1M-2M","NB"
95.95,"RESOLVED",NA,"Native OTP redirect to Paytm",NA,"0M-1M","WALLET"
77.89,"RESOLVED",NA,"Yes Biz",NA,"1M-2M","UPI"
100,"RESOLVED",NA,NA,"RID-db571fa8-d3a5-4c95-b6c7-a36a","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","ry6anh73d3iq","0M-1M","NB"
0,"MATCH","UNITED STATES OF AMERICA","Test - Jo",NA,"5M-6M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930869672","0M-1M","CARD"
100,"RESOLVED",NA,"Tata PA - 25% TN and 5% of other cards","BPPTN0884321214924914688","3M-4M","NB"
100,"RESOLVED",NA,"ScheduleTest","eyJvcmRlcklkIjozNjc4ODMyLCJjbG90","0M-1M","WALLET"
100,"RESOLVED","UNITED STATES OF AMERICA","airwallex",NA,"1M-2M","CARD"
0,NA,NA,"payU only",NA,"0M-1M","WALLET"
0,"RESOLVED","INDIA","PayU EMI Federal",NA,"1M-2M","CARD"
0,"RESOLVED",NA,NA,"306eba8f-901f-43ad-bcd2-92b65f01","0M-1M","UPI"
0,"RESOLVED","INDIA","Tata PA - 25% TN and 5% of other cards","BPPTN0881801038954176512","4M-5M","CARD"
100,"RESOLVED",NA,NA,"7211ab08-9cd4-536e-86ae-493a8415","0M-1M","NB"
0,"RESOLVED",NA,"Cahsfree Testing","3euehp4hjtmb","0M-1M","NB"
0,"RESOLVED",NA,"Test - Jo",NA,"2M-3M","WALLET"
100,"RESOLVED",NA,NA,"ios","0M-1M","WALLET"
0,NA,NA,NA,"eyJhbGciOiJSUzI1NiIsInR5cCI6IkpX","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","ofnvzvhkrp4r, ofnvzvhkrp4r","0M-1M","NB"
100,"RESOLVED",NA,NA,"2c0ef880-0582-49f4-9c5e-01f10b1d","3M-4M","UPI"
0,"RESOLVED","INDIA","TPSL-AADHAAR","NA","1H-1D","CARD"
100,"RESOLVED","USA","Pinelabls_testing","1930858188","0M-1M","CARD"
0,NA,NA,NA,NA,"4M-5M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930870628","0M-1M","CARD"
100,"RESOLVED","INDIA",NA,"4d2b590c-3524-4d27-b07c-5a93041d","0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","rf4oqqcrbrvs","0M-1M","NB"
0,"RESOLVED",NA,"Cahsfree Testing","lktxfmdqkl8f","0M-1M","UPI"
0,NA,"INDIA","Pinelabls_testing","1930871988","0M-1M","CARD"
0,"MATCH",NA,NA,"CFC","6M-7M","NB"
0,"RESOLVED",NA,NA,"gxtl6unnoun","10M-1H","UPI"
0,"RESOLVED",NA,"Prod Ready PL_1","RINGSICREVA","3M-4M","NB"
100,"RESOLVED","USA","Pinelabls_testing","1930861244","0M-1M","CARD"
100,"RESOLVED","UKRAINE","Easebuzz Routing","CH04","0M-1M","CARD"
0,"MATCH","INDIA","wallet pl 2","udf6","3M-4M","CARD"
0,"MATCH",NA,NA,"e7bfae16-7de3-5639-a93c-6f3c0f56","1M-2M","NB"
100,"RESOLVED","INDIA","Tata PA - 25% TN and 5% of other cards","BPPTN0881873772916711424","1M-2M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","jctqpy3d40vr","0M-1M","NB"
100,"RESOLVED",NA,NA,"RID-b9ea6e5d-21ce-4314-abe6-2195","0M-1M","NB"
100,"RESOLVED",NA,NA,"370df8ce-e9f5-4c1f-b","0M-1M","NB"
100,"RESOLVED",NA,NA,"2b331c98-1cd5-434a-8","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","lnfpngovbt7x","0M-1M","NB"
100,NA,NA,"UPI_ROUTER","632a6478-abc6-45a5-af73-7b23f421","0M-1M","CASH"
0,"RESOLVED",NA,"ABSLI UAT Priority logic 27112025 TPSL volume new",NA,"10M-1H","NB"
100,"RESOLVED",NA,NA,"455e8efe-37bc-40d3-be5d-708bc5e4","0M-1M","NB"
0,"MATCH","United Arab Emirates","Card",NA,"3M-4M","CARD"
0,"RESOLVED","INDIA",NA,"1930864368","3M-4M","CARD"
0,"MATCH",NA,NA,"ANDROIDWEB","1D-3D","UPI"
0,"MATCH",NA,NA,"epn_5nqg9H2pQ36nDnL","10M-1H","UPI"
100,"RESOLVED",NA,NA,"V2ViQXBwLUVhdFN1cmU=_10022703_bn","0M-1M","NB"
100,"RESOLVED","UKRAINE",NA,NA,"0M-1M","CARD"
50,"RESOLVED",NA,"Cahsfree Testing","ojyb60tbhq8c","0M-1M","NB"
0,"MATCH","INDIA",NA,"ANDROIDWEB","4M-5M","CARD"
100,"RESOLVED",NA,NA,"epn_5mstu74xea4Mz0Y","0M-1M","UPI"
100,"RESOLVED",NA,NA,"R","3M-4M","UPI"
0,NA,NA,"Pinelabls_testing","1930869059","0M-1M","NB"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","a3b0a6fc-bfb8-4145-9c9e-048d844e","0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","c1a9hulij2gw","0M-1M","NB"
100,"RESOLVED",NA,"testing",NA,"1M-2M","NB"
100,"RESOLVED","BRAZIL",NA,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpX","0M-1M","CARD"
0,"RESOLVED",NA,"Preprod - config (24 Dec)",NA,"10M-1H","UPI"
0,"RESOLVED",NA,NA,"20f38a13-5bd3-4047-adbc-abca808d","0M-1M","NB"
0,"RESOLVED","UNITED STATES OF AMERICA",NA,"udf6","5M-6M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","pdsp1c27l2rk","0M-1M","NB"
0,"MATCH",NA,NA,"epn_7U9z798g40sKWU5","10M-1H","UPI"
0,NA,NA,NA,"ANDROID","0M-1M","NB"
100,"RESOLVED",NA,NA,"RID-789f3516-aacc-47aa-97ac-7da9","0M-1M","NB"
100,"RESOLVED",NA,NA,"epn_5njlzcx58E6y4fuxV9","0M-1M","NB"
0,"RESOLVED","INDIA",NA,"1930862461","3M-4M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","x7ifwx755lnz","0M-1M","NB"
0,"RESOLVED",NA,NA,"8ab1bdc4-0e87-4931-bfb7-37ab0a47","0M-1M","UPI"
0,NA,NA,NA,"epn_fSPn3VUh0bSQxY3","0M-1M","UPI"
100,"RESOLVED",NA,NA,"eed566b6-69f3-436e-8","0M-1M","NB"
100,"RESOLVED",NA,"ICICI_UPI Gateway test","Acko Garage Order Id:","0M-1M","NB"
100,"RESOLVED","United Arab Emirates","All_PG_Configuration","IN","0M-1M","CARD"
100,"RESOLVED",NA,NA,"7264","0M-1M","NB"
100,"RESOLVED","USA","Pinelabls_testing","1930859693","0M-1M","CARD"
0,NA,NA,NA,NA,"7M-8M","AADHAAR"
100,"RESOLVED",NA,"Cahsfree Testing","l4bqjwgvg5sq","0M-1M","UPI"
0,"RESOLVED",NA,NA,"24990b74-995c-4f57-a290-61301777","0M-1M","NB"
0,NA,NA,"ABFRL New Priority Logic-3",NA,"0M-1M","WALLET"
0,"RESOLVED",NA,"swedc",NA,"0M-1M","UPI"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","64626e54-43b7-4c98-95e3-1cec8686","0M-1M","CARD"
0,"MATCH","UNITED STATES OF AMERICA",NA,"mwebios","0M-1M","CARD"
100,"RESOLVED",NA,NA,"631b176b-d35b-5229-9511-770c0ae2","0M-1M","NB"
0,"RESOLVED",NA,"TestPG-DistributionRule",NA,"10M-1H","NB"
0,NA,NA,NA,"1180.0","0M-1M","WALLET"
0,"MATCH","UNITED STATES OF AMERICA","Test - Jo","udf6","10M-1H","CARD"
0,"MATCH",NA,"Testing 31st",NA,"6M-7M","UPI"
100,"RESOLVED",NA,NA,"RID-ee0bb8c6-e659-43b7-be8c-892c","0M-1M","NB"
0,NA,"INDIA",NA,"BPPTN0882866861873131520","0M-1M","CARD"
100,"RESOLVED",NA,NA,"RID-66cab168-5c3d-4a11-8008-5480","0M-1M","NB"
100,"RESOLVED",NA,NA,"Retail","0M-1M","NB"
100,"RESOLVED",NA,"Test-dummy-copy-1",NA,"0M-1M","UPI"
0,"RESOLVED",NA,NA,"android","1D-3D","UPI"
0,"RESOLVED","INDIA","PayU - 100%","1930872508","10M-1H","CARD"
0,"RESOLVED",NA,"ABFRL New Priority Logic-3",NA,"6M-7M","NB"
0,"MATCH",NA,"ScheduleTest",NA,"0M-1M","NB"
0,"MATCH",NA,"PayU_UPIAuto","CH05","0M-1M","UPI"
100,"RESOLVED","United Arab Emirates",NA,"jaXFtqJJ1FrLR4acbH","0M-1M","CARD"
100,"RESOLVED","BRAZIL","Code based Priority logic with CC transactions routed to PayU Surcharge MID",NA,"0M-1M","CARD"
0,NA,NA,"Pinelabls_testing","1930876471","0M-1M","NB"
0,NA,NA,"Pinelabls_testing","1930869287","0M-1M","NB"
100,NA,NA,NA,"LPL","0M-1M","CASH"
100,"RESOLVED",NA,NA,"RID-837cbe1d-6891-4907-baf5-f0fa","0M-1M","NB"
0,NA,"United Arab Emirates","UPI_ROUTER","d411be60-2885-4a9f-9f1b-5dd75c15","0M-1M","CARD"
100,"RESOLVED",NA,NA,"epn_5nqwIC1plCo4mg2","0M-1M","NB"
0,NA,NA,"ROuting Stg UPI to Yes and Card to Razorpay","aos_upgrade_tab","0M-1M","UPI"
0,"RESOLVED",NA,"ABFRL New Priority Logic-3",NA,"0M-1M","UPI"
0,"RESOLVED",NA,"Cahsfree Testing","k755icfobohm","0M-1M","NB"
0,"RESOLVED",NA,NA,"2a13ca01-336e-4ab4-9d39-22f86a8d","10M-1H","UPI"
0,NA,"INDIA",NA,"1930863156","0M-1M","CARD"
0,NA,"INDIA",NA,"7469c8beb77720a11cc80e57761593f7","0M-1M","CARD"
100,"RESOLVED",NA,NA,"V2ViQXBwLUVhdFN1cmU=_10022703_Cs","0M-1M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930866439","0M-1M","CARD"
100,NA,"United Arab Emirates","MPGS 8",NA,"3M-4M","CARD"
100,"RESOLVED","INDIA","Tata PA - 25% TN and 5% of other cards","BPPTN0882864835369988096","0M-1M","CARD"
100,"RESOLVED","INDIA",NA,"9335","0M-1M","CARD"
100,"RESOLVED","INDIA",NA,"cf675426c68e83bf53867a965d3c7373","3M-4M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","428zgjju35hw","0M-1M","UPI"
100,"RESOLVED",NA,"Cahsfree Testing","555nun37qa7m, 555nun37qa7m","0M-1M","NB"
100,"RESOLVED",NA,NA,"cb52f1d4-87ac-463e-8637-ad9d96f9","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","pz5shfxozdf6","0M-1M","NB"
0,"RESOLVED",NA,"TEST PL",NA,"10M-1H","NB"
0,"RESOLVED","UKRAINE","Easebuzz Routing","CH04","10M-1H","CARD"
100,"RESOLVED",NA,"ScheduleTest","eyJvcmRlcklkIjozNjc4ODc5LCJjbG90","0M-1M","WALLET"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","56b31ca3-03a9-4f6f-b7c5-cdec73bd","0M-1M","CARD"
0,NA,NA,"Pinelabls_testing","1930874248","0M-1M","NB"
100,"RESOLVED","INDIA","Code based Priority logic with CC transactions routed to PayU Surcharge MID",NA,"5M-6M","CARD"
100,"RESOLVED","USA","Pinelabls_testing","1930857595","0M-1M","CARD"
0,"RESOLVED",NA,"Priority Logic with 2 PGs",NA,"1M-2M","UPI"
100,"RESOLVED","INDIA","Pinelabls_testing","1930862301","0M-1M","CARD"
100,"RESOLVED","UNITEDSTATES",NA,"car|SO-Fortune-2526-002031|21000","0M-1M","CARD"
0,"MATCH","UNITED STATES OF AMERICA",NA,"subscription|OD1745583861420|176","0M-1M","CARD"
100,"RESOLVED","INDIA",NA,"db87c2ee-01ca-4b6f-aab4-bd9fbf52","0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","10lv47gslq3w","0M-1M","NB"
0,"RESOLVED","UNITEDSTATES",NA,"car|SO-Fortune-2526-002063|21000","3M-4M","CARD"
100,"RESOLVED","INDIA",NA,"GIF1764073431217","0M-1M","CARD"
0,"RESOLVED",NA,"Cahsfree Testing","rl7xitt6mwqu","0M-1M","UPI"
